Entity;Type;tvb:type;Superclass(es);tvb:mathematical_notation;is_CVAR_of;is_argument_of;is_VOI_of;surrogate;has_state_variable;is_derivative_of;has_argument;equals;depends_on;is_boolean_of;has_function;is_coefficient_of;regional_surrogate;is_parameter_of;is_state_variable_of;surrogate_of;has_derivative;has_parameter;contains;is_function_of;owl:topObjectProperty;is_a;has_range;has_default;identifier;publicMeSHNote;dc:description;tvb:sourcecode;tvb:dynamicalConfiguration;tvb:fullName;tvb:category;tvb:GO_ID;tvb:tuto;tvb:expression;tvb:wiki;tvb:acronym;tvb:unit;tvb:documentation;tvb:references;tvb:equation;tvb:dynamicsExploration;tvb:functionType;tvb:shortName;tvb:synonym;rdfs:label;skos:definition;
asynchronous neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0071912;;;;;;;;;;;;;asynchronous neurotransmitter secretion;;
axon target recognition;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0007412;;;;;;;;;;;;;axon target recognition;;
benzoate catabolic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0043639;;;;;;;;;;;;;benzoate catabolic process;;
cannabinoid biosynthetic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1901696;;;;;;;;;;;;;cannabinoid biosynthetic process;;
central nervous system myelination;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0022010;;;;;;;;;;;;;central nervous system myelination;;
depolarization of postsynaptic membrane;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098819;;;;;;;;;;;;;depolarization of postsynaptic membrane;;
desensitization of G protein-coupled receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0002029;;;;;;;;;;;;;desensitization of G protein-coupled receptor signaling pathway;;
dopamine biosynthetic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0042416;;;;;;;;;;;;;dopamine biosynthetic process;;
dopamine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061527;;;;;;;;;;;;;dopamine secretion, neurotransmission;;
dopamine secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0014046;;;;;;;;;;;;;dopamine secretion;;
dopamine uptake involved in synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051583;;;;;;;;;;;;;dopamine uptake involved in synaptic transmission;;
ensheathment of neuronal cell bodies;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032295;;;;;;;;;;;;;ensheathment of neuronal cell bodies;;
epinephrine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061529;;;;;;;;;;;;;epinephrine secretion, neurotransmission;;
evoked excitatory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098817;;;;;;;;;;;;;evoked excitatory postsynaptic potential;;
evoked neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061670;;;;;;;;;;;;;evoked neurotransmitter secretion;;
exocytic insertion of neurotransmitter receptor to postsynaptic membrane;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098967;;;;;;;;;;;;;exocytic insertion of neurotransmitter receptor to postsynaptic membrane;;
extrasynaptic signaling via GABA;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0160001;;;;;;;;;;;;;extrasynaptic signaling via GABA;;
G protein-coupled acetylcholine receptor signaling pathway involved in positive regulation of acetylcholine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;G protein-coupled acetylcholine receptor signaling pathway involved in positive regulation of acetylcholine secretion, neurotransmission;;;;;;;;;;;;;;;;GO:1904065;;;;;;;;;;;;;G protein-coupled acetylcholine receptor signaling pathway involved in positive regulation of acetylcholine secretion, neurotransmission;;
G protein-coupled receptor signaling pathway involved in social behavior;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904068;;;;;;;;;;;;;G protein-coupled receptor signaling pathway involved in social behavior;;
gamma-aminobutyric acid biosynthetic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0009449;;;;;;;;;;;;;gamma-aminobutyric acid biosynthetic process;;
gamma-aminobutyric acid catabolic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0009450;;;;;;;;;;;;;gamma-aminobutyric acid catabolic process;;
gamma-aminobutyric acid reuptake;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051936;;;;;;;;;;;;;gamma-aminobutyric acid reuptake;;
gamma-aminobutyric acid secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051988;;;;;;;;;;;;;gamma-aminobutyric acid secretion, neurotransmission;;
gamma-aminobutyric acid signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0007214;;;;;;;;;;;;;gamma-aminobutyric acid signaling pathway;;
glutamate catabolic process to 4-hydroxybutyrate;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0036241;;;;;;;;;;;;;glutamate catabolic process to 4-hydroxybutyrate;;
glutamate reuptake;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051935;;;;;;;;;;;;;glutamate reuptake;;
glutamate secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061535;;;;;;;;;;;;;glutamate secretion, neurotransmission;;
glycine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061537;;;;;;;;;;;;;glycine secretion, neurotransmission;;
hyperpolarization of postsynaptic membrane;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098818;;;;;;;;;;;;;hyperpolarization of postsynaptic membrane;;
induction of synaptic plasticity by chemical substance;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051915;;;;;;;;;;;;;induction of synaptic plasticity by chemical substance;;
induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0099703;;;;;;;;;;;;;induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration;;
inhibitory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060080;;;;;;;;;;;;;inhibitory postsynaptic potential;;
L-dopa metabolic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903184;;;;;;;;;;;;;L-dopa metabolic process;;
long-term synaptic depression;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060292;;;;;;;;;;;;;long-term synaptic depression;;
long-term synaptic potentiation;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060291;;;;;;;;;;;;;long-term synaptic potentiation;;
mini excitatory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098816;;;;;;;;;;;;;mini excitatory postsynaptic potential;;
modulation of chemical synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0050804;;;;;;;;;;;;;modulation of chemical synaptic transmission;;
modulation of excitatory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098815;;;;;;;;;;;;;modulation of excitatory postsynaptic potential;;
negative regulation of acetylcholine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0014058;;;;;;;;;;;;;negative regulation of acetylcholine secretion, neurotransmission;;
negative regulation of acetylcholine-gated cation channel activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903049;;;;;;;;;;;;;negative regulation of acetylcholine-gated cation channel activity;;
negative regulation of adenosine receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060169;;;;;;;;;;;;;negative regulation of adenosine receptor signaling pathway;;
negative regulation of adenylate cyclase-activating glucose-activated G protein-coupled receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0110034;;;;;;;;;;;;;negative regulation of adenylate cyclase-activating glucose-activated G protein-coupled receptor signaling pathway;;
negative regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904991;;;;;;;;;;;;;negative regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway;;
negative regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1900730;;;;;;;;;;;;;negative regulation of adenylate cyclase-inhibiting opioid receptor signaling pathway;;
negative regulation of AMPA receptor activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061907;;;;;;;;;;;;;negative regulation of AMPA receptor activity;;
negative regulation of astrocyte activation;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061889;;;;;;;;;;;;;negative regulation of astrocyte activation;;
negative regulation of beta1-adrenergic receptor activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1900257;;;;;;;;;;;;;negative regulation of beta1-adrenergic receptor activity;;
negative regulation of brain-derived neurotrophic factor-activated receptor activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0031552;;;;;;;;;;;;;negative regulation of brain-derived neurotrophic factor-activated receptor activity;;
negative regulation of calcium ion-dependent exocytosis of neurotransmitter;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903234;;;;;;;;;;;;;negative regulation of calcium ion-dependent exocytosis of neurotransmitter;;
negative regulation of cAMP-mediated signaling;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0043951;;;;;;;;;;;;;negative regulation of cAMP-mediated signaling;;
negative regulation of cell communication by chemical coupling;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0010653;;;;;;;;;;;;;negative regulation of cell communication by chemical coupling;;
negative regulation of cell communication by electrical coupling;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0010651;;;;;;;;;;;;;negative regulation of cell communication by electrical coupling;;
negative regulation of cGMP-mediated signaling;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0010754;;;;;;;;;;;;;negative regulation of cGMP-mediated signaling;;
negative regulation of dehydroepiandrosterone secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:2000841;;;;;;;;;;;;;negative regulation of dehydroepiandrosterone secretion;;
negative regulation of ephrin receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1901188;;;;;;;;;;;;;negative regulation of ephrin receptor signaling pathway;;
negative regulation of epidermal growth factor receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0042059;;;;;;;;;;;;;negative regulation of epidermal growth factor receptor signaling pathway;;
negative regulation of ERBB3 signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1905579;;;;;;;;;;;;;negative regulation of ERBB3 signaling pathway;;
negative regulation of ERBB4 signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0120154;;;;;;;;;;;;;negative regulation of ERBB4 signaling pathway;;
negative regulation of excitatory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0090394;;;;;;;;;;;;;negative regulation of excitatory postsynaptic potential;;
negative regulation of GABA-A receptor activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0106042;;;;;;;;;;;;;negative regulation of GABA-A receptor activity;;
negative regulation of glutamate secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903295;;;;;;;;;;;;;negative regulation of glutamate secretion, neurotransmission;;
negative regulation of glycine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904625;;;;;;;;;;;;;negative regulation of glycine secretion, neurotransmission;;
negative regulation of GTPase activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0034260;;;;;;;;;;;;;negative regulation of GTPase activity;;
negative regulation of hormone secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0046888;;;;;;;;;;;;;negative regulation of hormone secretion;;
negative regulation of long-term neuronal synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048171;;;;;;;;;;;;;negative regulation of long-term neuronal synaptic plasticity;;
negative regulation of long-term synaptic depression;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1900453;;;;;;;;;;;;;negative regulation of long-term synaptic depression;;
negative regulation of membrane hyperpolarization;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1902631;;;;;;;;;;;;;negative regulation of membrane hyperpolarization;;
negative regulation of mini excitatory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061886;;;;;;;;;;;;;negative regulation of mini excitatory postsynaptic potential;;
negative regulation of nerve growth factor receptor activity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051395;;;;;;;;;;;;;negative regulation of nerve growth factor receptor activity;;
negative regulation of neuronal action potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904456;;;;;;;;;;;;;negative regulation of neuronal action potential;;
negative regulation of neuronal signal transduction;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1902848;;;;;;;;;;;;;negative regulation of neuronal signal transduction;;
negative regulation of neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0046929;;;;;;;;;;;;;negative regulation of neurotransmitter secretion;;
negative regulation of phospholipase C-activating dopamine receptor signaling pathway;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060162;;;;;;;;;;;;;negative regulation of phospholipase C-activating dopamine receptor signaling pathway;;
negative regulation of retrograde trans-synaptic signaling by neuropeptide;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1905433;;;;;;;;;;;;;negative regulation of retrograde trans-synaptic signaling by neuropeptide;;
negative regulation of short-term neuronal synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048174;;;;;;;;;;;;;negative regulation of short-term neuronal synaptic plasticity;;
negative regulation of spontaneous neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904049;;;;;;;;;;;;;negative regulation of spontaneous neurotransmitter secretion;;
negative regulation of substance P secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904495;;;;;;;;;;;;;negative regulation of substance P secretion, neurotransmission;;
negative regulation of synaptic metaplasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0031917;;;;;;;;;;;;;negative regulation of synaptic metaplasticity;;
negative regulation of synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0031914;;;;;;;;;;;;;negative regulation of synaptic plasticity;;
negative regulation of synaptic transmission, cholinergic ;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032223;;;;;;;;;;;;;negative regulation of synaptic transmission, cholinergic ;;
negative regulation of synaptic transmission, dopaminergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032227;;;;;;;;;;;;;negative regulation of synaptic transmission, dopaminergic;;
negative regulation of synaptic transmission, GABAergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032229;;;;;;;;;;;;;negative regulation of synaptic transmission, GABAergic;;
negative regulation of synaptic transmission, glutamatergic ...;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051967;;;;;;;;;;;;;negative regulation of synaptic transmission, glutamatergic ...;;
negative regulation of synaptic transmission, glycinergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060093;;;;;;;;;;;;;negative regulation of synaptic transmission, glycinergic;;
negative regulation of synaptic transmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0050805;;;;;;;;;;;;;negative regulation of synaptic transmission;;
negative regulation of synaptic vesicle exocytosis;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:2000301;;;;;;;;;;;;;negative regulation of synaptic vesicle exocytosis;;
negative regulation of synaptic vesicle fusion to presynaptic active zone membrane;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0031631;;;;;;;;;;;;;negative regulation of synaptic vesicle fusion to presynaptic active zone membrane;;
negative regulation of synaptic vesicle lumen acidification;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1901547;;;;;;;;;;;;;negative regulation of synaptic vesicle lumen acidification;;
negative regulation of synaptic vesicle priming;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0010809;;;;;;;;;;;;;negative regulation of synaptic vesicle priming;;
negative regulation of transmission of nerve impulse;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051970;;;;;;;;;;;;;negative regulation of transmission of nerve impulse;;
neuron-glial cell signaling;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0150099;;;;;;;;;;;;;neuron-glial cell signaling;;
neuronal action potential back-propagation;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098873;;;;;;;;;;;;;neuronal action potential back-propagation;;
neuronal action potential propagation;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0019227;;;;;;;;;;;;;neuronal action potential propagation;;
neuronal action potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0019228;;;;;;;;;;;;;neuronal action potential;;
neurotransmitter biosynthetic process;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0042136;;;;;;;;;;;;;neurotransmitter biosynthetic process;;
neurotransmitter receptor diffusion trapping;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;E/I Balance;;;;;;;;;;;;;;;;GO:0099628;;;;;;;;;;;;;neurotransmitter receptor diffusion trapping;;
neurotransmitter receptor localization to postsynaptic specialization membrane;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;E/I Balance;;;;;;;;;;;;;;;;GO:0099645;;;;;;;;;;;;;neurotransmitter receptor localization to postsynaptic specialization membrane;;
neurotransmitter receptor transport, endosome to postsynaptic membrane;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0098887;;;;;;;;;;;;;neurotransmitter receptor transport, endosome to postsynaptic membrane;;
neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0007269;;;;;;;;;;;;;neurotransmitter secretion;;
non-myelinated axon ensheathment in central nervous system;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032293;;;;;;;;;;;;;non-myelinated axon ensheathment in central nervous system;;
norepinephrine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061533;;;;;;;;;;;;;norepinephrine secretion, neurotransmission;;
orexin secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061585;;;;;;;;;;;;;orexin secretion, neurotransmission;;
positive regulation of acetylcholine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0014057;;;;;;;;;;;;;positive regulation of acetylcholine secretion, neurotransmission;;
positive regulation of calcium ion-dependent exocytosis of neurotransmitter;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903235;;;;;;;;;;;;;positive regulation of calcium ion-dependent exocytosis of neurotransmitter;;
positive regulation of excitatory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:2000463;;;;;;;;;;;;;positive regulation of excitatory postsynaptic potential;;
positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061646;;;;;;;;;;;;;positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization;;
positive regulation of glutamate secretion, neurotransmission ...;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1903296;;;;;;;;;;;;;positive regulation of glutamate secretion, neurotransmission ...;;
positive regulation of glycine secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904626;;;;;;;;;;;;;positive regulation of glycine secretion, neurotransmission;;
positive regulation of long-term neuronal synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048170;;;;;;;;;;;;;positive regulation of long-term neuronal synaptic plasticity;;
positive regulation of long-term synaptic depression;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1900454;;;;;;;;;;;;;positive regulation of long-term synaptic depression;;
positive regulation of membrane hyperpolarization;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1902632;;;;;;;;;;;;;positive regulation of membrane hyperpolarization;;
positive regulation of mini excitatory postsynaptic potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0061885;;;;;;;;;;;;;positive regulation of mini excitatory postsynaptic potential;;
positive regulation of neuronal action potential;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904457;;;;;;;;;;;;;positive regulation of neuronal action potential;;
positive regulation of neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0001956;;;;;;;;;;;;;positive regulation of neurotransmitter secretion;;
positive regulation of retrograde trans-synaptic signaling by neuropeptide;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1905434;;;;;;;;;;;;;positive regulation of retrograde trans-synaptic signaling by neuropeptide;;
positive regulation of short-term neuronal synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0048173;;;;;;;;;;;;;positive regulation of short-term neuronal synaptic plasticity;;
positive regulation of spontaneous neurotransmitter secretion;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904050;;;;;;;;;;;;;positive regulation of spontaneous neurotransmitter secretion;;
positive regulation of substance P secretion, neurotransmission;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:1904496;;;;;;;;;;;;;positive regulation of substance P secretion, neurotransmission;;
positive regulation of synaptic metaplasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0031918;;;;;;;;;;;;;positive regulation of synaptic metaplasticity;;
positive regulation of synaptic plasticity by chemical substance;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051914;;;;;;;;;;;;;positive regulation of synaptic plasticity by chemical substance;;
positive regulation of synaptic plasticity;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0031915;;;;;;;;;;;;;positive regulation of synaptic plasticity;;
positive regulation of synaptic transmission, cholinergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032224;;;;;;;;;;;;;positive regulation of synaptic transmission, cholinergic;;
positive regulation of synaptic transmission, dopaminergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032226;;;;;;;;;;;;;positive regulation of synaptic transmission, dopaminergic;;
positive regulation of synaptic transmission, GABAergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0032230;;;;;;;;;;;;;positive regulation of synaptic transmission, GABAergic;;
positive regulation of synaptic transmission, glutamatergic ;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051968;;;;;;;;;;;;;positive regulation of synaptic transmission, glutamatergic ;;
positive regulation of synaptic transmission, glutamatergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0051968;;;;;;;;;;;;;positive regulation of synaptic transmission, glutamatergic;;
positive regulation of synaptic transmission, glycinergic;Class;GO-term;TVB-GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GO:0060094;;;;;;;;;;;;;positive regulation of synaptic transmission, glycinergic;;
